"VendorID","passenger_count","trip_distance_miles","pickup_longitude","pickup_latitude","RatecodeID","dropoff_longitude","dropoff_latitude","payment_type","total_amount","pickup_hour","pickup_timeOfDay","trip_distance","speed","trip_duration","temp","hum","vis","cond","fog","rain","gasprice","weekday"
"VeriFone Inc.",1,0.49,-74.0094299316406,40.7165985107422,"Standard rate",-74.0097198486328,40.7188987731934,"Cash",6.3,19,"evening",0.7885766,8.28169014084507,213,18.9,75,16,"Mostly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",1,3.29,-73.9820098876953,40.765079498291,"Standard rate",-74.0035400390625,40.7300605773926,"Cash",14.8,19,"evening",5.2947286,11.703557312253,1012,2.8,50,16,"Partly Cloudy",0,0,1.284,"Freitag"
"VeriFone Inc.",6,2.87,-73.9837799072266,40.7269897460938,"Standard rate",-73.9822006225586,40.7557601928711,"Credit card",15.36,22,"evening",4.6188058,14.35,720,10,80,16,"Mostly Cloudy",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,3.25,-73.9916915893555,40.7742958068848,"Standard rate",-74.0031967163086,40.7389717102051,"Cash",13.8,19,"evening",5.230355,12.8996692392503,907,2.8,48,16,"Clear",0,0,1.284,"Freitag"
"VeriFone Inc.",6,0.9,-73.9410095214844,40.7553787231445,"Standard rate",-73.9285507202149,40.7632484436035,"Cash",6.3,12,"morning",1.448406,11.8681318681319,273,9.4,29,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",6,1.07,-73.9649810791016,40.772388458252,"Standard rate",-73.9503631591797,40.7764587402344,"Cash",6.3,12,"morning",1.7219938,11.9627329192547,322,8.3,86,11,"Light Rain",0,1,1.264,"Dienstag"
"VeriFone Inc.",1,1.73,-73.9755706787109,40.7559204101563,"Standard rate",-73.954719543457,40.7676887512207,"Credit card",12.09,8,"morning",2.7841582,11.2826086956522,552,22.8,44,14,"Partly Cloudy",0,0,1.167,"Mittwoch"
"VeriFone Inc.",5,2.65,-73.973503112793,40.7522583007813,"Standard rate",-73.9571380615234,40.7831001281738,"Credit card",11.3,8,"morning",4.264751,22.1860465116279,430,10.6,56,16,"Mostly Cloudy",0,0,1.284,"Samstag"
"VeriFone Inc.",2,1.96,-73.9856109619141,40.7593727111816,"Standard rate",-74.0062026977539,40.7439041137695,"Credit card",11.16,8,"morning",3.1543064,13.1641791044776,536,22.8,76,12,"Overcast",0,0,1.155,"Donnerstag"
"VeriFone Inc.",6,1.33,-73.9747085571289,40.7904586791992,"Standard rate",-73.9801483154297,40.7754516601563,"Credit card",10.56,13,"afternoon",2.1404222,9.40667976424361,509,10.6,26,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,4.25,-73.9970626831055,40.7662086486816,"Standard rate",-73.947639465332,40.7905387878418,"Credit card",19.56,17,"afternoon",6.839695,15.3614457831325,996,3.3,48,16,"Clear",0,0,1.284,"Freitag"
"VeriFone Inc.",1,2.04,-73.9843368530273,40.7431182861328,"Standard rate",-73.9769668579102,40.7519416809082,"Cash",11.3,18,"afternoon",3.2830536,11.7692307692308,624,8.3,93,2,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,1.4,-73.9790649414063,40.7459983825684,"Standard rate",-73.9790649414063,40.7459983825684,"Credit card",9.3,20,"evening",2.253076,13.368700265252,377,21.7,51,14,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",2,0.45,-73.9925994873047,40.7428207397461,"Standard rate",-73.9849472045898,40.7395515441895,"Cash",6.8,19,"evening",0.724203,5.0625,320,21.7,90,6,"Clear",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,10.39,-73.9913330078125,40.7503395080566,"Standard rate",-74.0077972412109,40.6554183959961,"Credit card",43.29,9,"morning",16.7210426,24.7380952380952,1512,5.6,34,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,0.62,-74.0001220703125,40.7328681945801,"Standard rate",-74.0094528198242,40.733341217041,"Credit card",8.19,17,"afternoon",0.9977908,8.48669201520913,263,22.2,84,2,"Light Rain",0,1,1.133,"Donnerstag"
"VeriFone Inc.",1,2.52,-73.9981689453125,40.735538482666,"Standard rate",-73.9719314575195,40.7598114013672,"Credit card",14.72,8,"morning",4.0555368,9.36222910216718,969,21.1,84,14,"Overcast",0,0,1.133,"Freitag"
"VeriFone Inc.",1,1.21,-73.9541168212891,40.7845726013184,"Standard rate",-73.9650497436524,40.7696685791016,"Cash",7.3,17,"afternoon",1.9473014,14.7661016949153,295,7.2,56,16,"Mostly Cloudy",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",3,1,-73.9943389892578,40.7248115539551,"Standard rate",-73.9823303222656,40.7276191711426,"Credit card",8.15,17,"afternoon",1.60934,10.5263157894737,342,3.3,48,16,"Clear",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,0.9,-73.9887237548828,40.7275199890137,"Standard rate",-73.9789657592774,40.7363891601563,"Credit card",8.8,21,"evening",1.448406,13.5,240,7.2,90,12,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",2,0.71,-73.9702224731445,40.7624320983887,"Standard rate",-73.9774475097656,40.7538185119629,"Credit card",7.54,12,"morning",1.1426314,9.12857142857143,280,25.6,71,14,"Scattered Clouds",0,0,1.155,"Donnerstag"
"VeriFone Inc.",2,1.52,-73.9856185913086,40.7270736694336,"Standard rate",-74.0068435668945,40.7357559204102,"Cash",9.8,17,"afternoon",2.4461968,7.47540983606557,732,7.2,49,16,"Partly Cloudy",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,2.16,-73.9901275634766,40.7720985412598,"Standard rate",-73.9596099853516,40.7712211608887,"Credit card",15.36,9,"morning",3.4761744,8.42470205850488,923,8.3,86,8,"Light Rain",0,1,1.264,"Dienstag"
"VeriFone Inc.",6,0.48,-73.9812622070313,40.7814102172852,"Standard rate",-73.9777908325195,40.7867736816406,"Credit card",5.28,11,"morning",0.7724832,12.431654676259,139,26.1,34,12,"Clear",0,0,1.167,"Mittwoch"
"Creative Mobile Technologies, LLC",1,0.3,-73.9863815307617,40.734561920166,"Standard rate",-73.9908065795899,40.7339172363281,"Credit card",6.95,16,"afternoon",0.482802,7.05882352941176,153,9.4,74,16,"Overcast",0,0,1.167,"Dienstag"
"VeriFone Inc.",1,1.79,-73.9822006225586,40.7255058288574,"Standard rate",-74.0022735595703,40.7401885986328,"Cash",10.8,12,"morning",2.8807186,8.58055925432756,751,26.7,35,12,"Clear",0,0,1.167,"Mittwoch"
"Creative Mobile Technologies, LLC",1,2.2,-73.9786605834961,40.7628211975098,"Standard rate",-74.0006103515625,40.7414779663086,"Credit card",11.8,20,"evening",3.540548,15.2601156069364,519,20.6,65,16,"Overcast",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",1,1.9,-73.9816131591797,40.7587585449219,"Standard rate",-73.9727630615234,40.7805252075195,"Cash",10.3,12,"morning",3.057746,10.3951367781155,658,15,48,16,"Partly Cloudy",0,0,1.284,"Samstag"
"VeriFone Inc.",1,1.42,-73.9797286987305,40.7434768676758,"Standard rate",-73.9911117553711,40.7558288574219,"Credit card",9.96,10,"morning",2.2852628,11.0889370932755,461,4.4,53,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,1.7,-73.9971313476563,40.7223892211914,"Standard rate",-73.9813690185547,40.741268157959,"Credit card",9.8,0,"night",2.735878,14.7826086956522,414,19.4,93,6,"Clear",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.9,-73.9636688232422,40.7679252624512,"Standard rate",-73.9705429077149,40.7570953369141,"Credit card",9.3,16,"afternoon",1.448406,7.05882352941176,459,23.9,84,11,"Scattered Clouds",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,3.43,-73.9906845092774,40.7610740661621,"Standard rate",-73.9835510253906,40.726188659668,"Credit card",17.16,21,"evening",5.5200362,15.5712484237074,793,9.4,74,16,"Overcast",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,4.85,-73.9684982299805,40.7524909973145,"Standard rate",-74.0047988891602,40.7070808410645,"Cash",18.3,8,"morning",7.805299,18.4566596194503,946,22.8,76,12,"Overcast",0,0,1.155,"Donnerstag"
"VeriFone Inc.",1,1.07,-73.9701614379883,40.7891616821289,"Standard rate",-73.9670104980469,40.793758392334,"Cash",7.8,16,"afternoon",1.7219938,10.0837696335079,382,9.4,74,16,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,1.2,-73.9923858642578,40.7633361816406,"Standard rate",-73.9913101196289,40.750171661377,"Cash",7.3,3,"night",1.931208,14.6938775510204,294,10,57,16,"Clear",0,0,1.284,"Samstag"
"Creative Mobile Technologies, LLC",2,5.7,-73.9809494018555,40.7299041748047,"Standard rate",-73.9070358276367,40.6900749206543,"Cash",26.3,2,"night",9.173238,10.0048756704047,2051,5,55,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,1.6,-74.007926940918,40.7401962280273,"Standard rate",-73.9838562011719,40.7309494018555,"Cash",10.3,17,"afternoon",2.574944,7.46113989637306,772,7.2,56,16,"Mostly Cloudy",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,2.58,-73.9368286132813,40.8022613525391,"Standard rate",-73.9533233642578,40.8036117553711,"Credit card",11.8,5,"night",4.1520972,14.9324758842444,622,4.4,58,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,1.2,-73.9755325317383,40.7492485046387,"Standard rate",-73.9854278564453,40.7610206604004,"Cash",7.8,6,"night",1.931208,9.37093275488069,461,17.8,75,16,"Overcast",0,0,1.297,"Montag"
"VeriFone Inc.",1,0.98,-73.9548187255859,40.78369140625,"Standard rate",-73.9508590698242,40.7748908996582,"Cash",7.8,20,"evening",1.5771532,8.52173913043478,414,18.9,75,16,"Mostly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",1,0.85,-73.9729690551758,40.7854385375977,"Standard rate",-73.972785949707,40.7931365966797,"Cash",6.3,1,"night",1.367939,15.0738916256158,203,5.6,51,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",1,2.42,-73.9740982055664,40.7469100952148,"Standard rate",-73.999397277832,40.7301063537598,"Credit card",16,14,"afternoon",3.8946028,9.76681614349776,892,27.8,33,12,"Partly Cloudy",0,0,1.155,"Mittwoch"
"VeriFone Inc.",5,1.53,-73.9825973510742,40.7749557495117,"Standard rate",-73.9690628051758,40.7958488464355,"Cash",6.8,6,"night",2.4622902,28.1020408163265,196,22.2,43,14,"Partly Cloudy",0,0,1.167,"Mittwoch"
"VeriFone Inc.",1,1.35,-73.9716567993164,40.7571258544922,"Standard rate",-73.9841918945313,40.740348815918,"Credit card",9.49,22,"evening",2.172609,18.2706766917293,266,21,49,16,"Mostly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",1,1.68,-73.9459228515625,40.7776985168457,"Standard rate",-73.9720001220703,40.7864418029785,"Credit card",9.96,10,"morning",2.7036912,14.6796116504854,412,4.4,53,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",1,8.87,-73.9856033325195,40.7230529785156,"Standard rate",-73.9129409790039,40.7594223022461,"Credit card",27.3,6,"night",14.2748458,29.6765799256506,1076,3.9,60,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",1,0.73,-73.9876022338867,40.7327003479004,"Standard rate",-73.9896392822266,40.7393188476563,"Credit card",6.96,7,"morning",1.1748182,9.45323741007194,278,22.8,71,14,"Clear",0,0,1.155,"Donnerstag"
"Creative Mobile Technologies, LLC",1,1,-74.0087966918945,40.7137985229492,"Standard rate",-74.0164566040039,40.7080421447754,"Credit card",9.8,13,"afternoon",1.60934,8.71670702179177,413,9.4,29,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,0.75,-73.9794616699219,40.7554817199707,"Standard rate",-73.9918441772461,40.7558326721191,"Cash",7.3,16,"afternoon",1.207005,7.67045454545455,352,26.7,40,12,"Scattered Clouds",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,1.3,-73.958251953125,40.7730751037598,"Standard rate",-73.9533996582031,40.7882423400879,"Cash",6.8,14,"afternoon",2.092142,14.9520766773163,313,25,76,12,"Overcast",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.9,-73.9855346679688,40.7634925842285,"Standard rate",-73.9731597900391,40.7554206848145,"Credit card",9.35,0,"night",1.448406,7.3469387755102,441,10,59,16,"Clear",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,1.1,-73.9935073852539,40.7421836853027,"Standard rate",-73.9886169433594,40.7567100524902,"Cash",8.3,18,"afternoon",1.770274,10.0253164556962,395,8.9,89,2,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,2.3,-73.9725112915039,40.7937736511231,"Standard rate",-73.9531478881836,40.7758598327637,"Credit card",11.8,9,"morning",3.701482,13.0393700787402,635,3.9,55,16,"Partly Cloudy",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,2.5,-73.9772567749024,40.7389259338379,"Standard rate",-73.9546966552734,40.7714614868164,"Credit card",12.95,20,"evening",4.02335,18.3673469387755,490,21.7,90,6,"Clear",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.9,-73.9855880737305,40.756893157959,"Standard rate",-74.0017623901367,40.7619590759277,"Credit card",8.75,9,"morning",1.448406,7.65957446808511,423,25,36,14,"Clear",0,0,1.167,"Mittwoch"
"Creative Mobile Technologies, LLC",1,0.5,-73.9878387451172,40.7495613098145,"Standard rate",-73.9819946289063,40.7555656433105,"Cash",5.8,17,"afternoon",0.80467,6.45161290322581,279,3.3,48,16,"Clear",0,0,1.284,"Freitag"
"VeriFone Inc.",5,0.96,-73.9486312866211,40.7707405090332,"Standard rate",-73.9560928344727,40.7798500061035,"Cash",7.3,17,"afternoon",1.5449664,12.3870967741936,279,25,45,16,"Partly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",1,0.94,-74.0081024169922,40.7485618591309,"Standard rate",-74.0003280639649,40.7387237548828,"Credit card",8.76,10,"morning",1.5127796,8.23357664233577,411,11.1,57,16,"Clear",0,0,1.284,"Samstag"
"VeriFone Inc.",2,0.87,-73.9716873168945,40.7535705566406,"Standard rate",-73.9757690429688,40.744743347168,"Credit card",9.12,19,"evening",1.4001258,11.5571955719557,271,8.3,93,3,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,1,-73.9733200073242,40.743896484375,"Standard rate",-73.9662628173828,40.7563972473145,"Credit card",6.8,13,"afternoon",1.60934,21.8181818181818,165,10.6,26,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,1.43,-73.9541702270508,40.7651824951172,"Standard rate",-73.9567031860352,40.7774238586426,"Credit card",12.3,14,"afternoon",2.3013562,5.78426966292135,890,8.9,83,16,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,13.1,-73.8637390136719,40.7695655822754,"Standard rate",-73.7900924682617,40.6434860229492,"Credit card",42.3,11,"morning",21.082354,32.1034717494895,1469,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"Creative Mobile Technologies, LLC",1,1.4,-73.9997787475586,40.7432289123535,"Standard rate",-73.9863510131836,40.7620697021484,"Credit card",11.3,19,"evening",2.253076,8.58603066439523,587,8.3,93,2,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,0.7,-73.9677581787109,40.7637519836426,"Standard rate",-73.9605407714844,40.7661247253418,"Credit card",7.3,22,"evening",1.126538,11.1013215859031,227,19.4,93,8,"Light Rain",0,1,1.133,"Donnerstag"
"VeriFone Inc.",2,3.13,-73.9962387084961,40.6953086853027,"Standard rate",-74.012580871582,40.7041282653809,"Credit card",12.3,12,"morning",5.0372342,15.3097826086957,736,4.4,51,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",1,1.46,-74.0006332397461,40.7320251464844,"Standard rate",-73.9909133911133,40.7486915588379,"Credit card",9.36,20,"evening",2.3496364,15.9756838905775,329,8.3,90,4,"Overcast",0,0,1.167,"Dienstag"
"Creative Mobile Technologies, LLC",1,0.6,-73.9814987182617,40.7736473083496,"Standard rate",-73.9819946289063,40.76611328125,"Credit card",6.55,10,"morning",0.965604,7.12871287128713,303,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"Creative Mobile Technologies, LLC",1,9.2,-73.9929428100586,40.7225914001465,"Standard rate",-73.8696060180664,40.7492485046387,"Cash",28.8,9,"morning",14.805928,27.7386934673367,1194,4.4,55,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",1,1.68,-73.9835815429688,40.7649421691895,"Standard rate",-74.0006713867188,40.7475204467773,"Credit card",12.36,18,"afternoon",2.7036912,10.6105263157895,570,22.2,91,6,"Scattered Clouds",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,2,-73.9545211791992,40.7867317199707,"Standard rate",-73.9728469848633,40.7640419006348,"Credit card",13,14,"afternoon",3.21868,8.55106888361045,842,25.6,76,12,"Mostly Cloudy",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,16.95,-73.8662948608399,40.7715530395508,"Standard rate",-74.0135116577149,40.7152366638184,"Credit card",65.81,8,"morning",27.278313,24.3690095846645,2504,23.9,40,14,"Clear",0,0,1.167,"Mittwoch"
"VeriFone Inc.",1,2.7,-73.9743270874024,40.7425079345703,"Standard rate",-73.9567337036133,40.7750015258789,"Credit card",14.75,9,"morning",4.345218,13.1351351351351,740,25,36,14,"Clear",0,0,1.167,"Mittwoch"
"Creative Mobile Technologies, LLC",1,2,-73.9811706542969,40.7657814025879,"Standard rate",-73.9594116210938,40.7725791931152,"Cash",10.8,19,"evening",3.21868,12.6094570928196,571,23.9,46,12,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,1.98,-73.9671020507813,40.7608108520508,"Standard rate",-73.9470596313477,40.7808456420899,"Credit card",11,15,"afternoon",3.1864932,10.7349397590361,664,25.6,76,12,"Mostly Cloudy",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,2.1,-74.0071868896484,40.7052574157715,"Standard rate",-73.989128112793,40.7305717468262,"Credit card",11.3,12,"morning",3.379614,12.1935483870968,620,4.4,51,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",1,4.19,-73.9815063476563,40.7619705200195,"Standard rate",-73.9459381103516,40.803768157959,"Credit card",20.16,21,"evening",6.7431346,13.9796107506951,1079,21.7,51,14,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,1.29,-73.9821014404297,40.7742691040039,"Standard rate",-73.9793701171875,40.7896385192871,"Cash",8.3,17,"afternoon",2.0760486,12.5175202156334,371,9,87,3,"Light Rain",0,1,1.167,"Dienstag"
"VeriFone Inc.",1,1.25,-73.977165222168,40.764045715332,"Standard rate",-73.9629516601563,40.7706260681152,"Credit card",9.96,11,"morning",2.011675,8.67052023121387,519,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"VeriFone Inc.",1,0.69,-73.9853591918945,40.7268867492676,"Standard rate",-73.9798965454102,40.7324867248535,"Credit card",6.36,14,"afternoon",1.1104446,13.0736842105263,190,8.9,39,16,"Clear",0,0,1.297,"Sonntag"
"VeriFone Inc.",1,1.13,-73.9740524291992,40.7516632080078,"Standard rate",-73.9897689819336,40.750617980957,"Credit card",14.8,17,"afternoon",1.8185542,3.84499054820416,1058,21.1,90,0,"Heavy Rain",1,1,1.133,"Donnerstag"
"VeriFone Inc.",2,1.02,-74.0110397338867,40.7089042663574,"Standard rate",-74.0098342895508,40.7206573486328,"Credit card",8.16,11,"morning",1.6415268,9.87096774193548,372,26.1,34,12,"Clear",0,0,1.167,"Mittwoch"
"Creative Mobile Technologies, LLC",1,9.3,-73.863525390625,40.769718170166,"Standard rate",-73.9095230102539,40.8343124389648,"Credit card",42.84,16,"afternoon",14.966862,17.7801380775358,1883,23.9,84,6,"Light Rain",0,1,1.133,"Donnerstag"
"VeriFone Inc.",5,19.1,-73.9954147338867,40.7538757324219,"JFK",-73.7821502685547,40.6442604064941,"Cash",52.8,11,"morning",30.738394,29.7404844290658,2312,13.9,49,16,"Clear",0,0,1.284,"Samstag"
"Creative Mobile Technologies, LLC",3,2.1,-73.9731826782227,40.7526741027832,"Standard rate",-73.9522857666016,40.7729721069336,"Cash",11.3,12,"morning",3.379614,9.36802973977695,807,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"VeriFone Inc.",1,1.21,-73.9922409057617,40.7482414245605,"Standard rate",-73.984992980957,40.7603149414063,"Cash",10.3,18,"afternoon",1.9473014,6.48214285714286,672,21.7,59,12,"Light Rain",0,1,1.264,"Montag"
"VeriFone Inc.",1,9.2,-73.9809036254883,40.7592315673828,"Standard rate",-73.9242172241211,40.8666610717773,"Credit card",36.79,21,"evening",14.805928,28.4536082474227,1164,21.1,87,14,"Mostly Cloudy",0,0,1.133,"Donnerstag"
"Creative Mobile Technologies, LLC",1,0.9,-73.9871368408203,40.7294921875,"Standard rate",-73.9797592163086,40.736385345459,"Credit card",8.3,2,"night",1.448406,10.2208201892744,317,8.3,46,16,"Clear",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,0.8,-73.999153137207,40.728214263916,"Standard rate",-73.9872512817383,40.7225494384766,"Cash",6.8,22,"evening",1.287472,10.1408450704225,284,21.1,53,14,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",1,0.48,-73.9695434570313,40.7980651855469,"Standard rate",-73.9695434570313,40.7980651855469,"Credit card",7.88,17,"afternoon",0.7724832,9.29032258064516,186,25.6,45,16,"Partly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",5,0.99,-73.9772567749024,40.753116607666,"Standard rate",-73.9759140014649,40.7638359069824,"Credit card",9.3,9,"morning",1.5932466,7.01574803149606,508,8.9,77,9,"Light Rain",0,1,1.264,"Dienstag"
"VeriFone Inc.",1,0.71,-73.9773483276367,40.7845001220703,"Standard rate",-73.9709014892578,40.7933502197266,"Credit card",6.36,20,"evening",1.1426314,28.0879120879121,91,20.6,65,16,"Overcast",0,0,1.264,"Montag"
"Creative Mobile Technologies, LLC",1,3.4,-73.9896850585938,40.7567901611328,"Standard rate",-74.008659362793,40.7161293029785,"Credit card",16.55,5,"night",5.471756,17.2394366197183,710,18.9,75,16,"Mostly Cloudy",0,0,1.297,"Montag"
"VeriFone Inc.",1,1.2,-73.9947967529297,40.7505683898926,"Standard rate",-73.9796905517578,40.7537498474121,"Cash",6.8,7,"morning",1.931208,13.7142857142857,315,21.1,87,11,"Overcast",0,0,1.133,"Freitag"
"VeriFone Inc.",1,1.92,-73.9839248657227,40.7592163085938,"Standard rate",-73.9656677246094,40.7625885009766,"Credit card",14.63,22,"evening",3.0899328,7.03153611393693,983,1.7,52,16,"Clear",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",2,0.9,-73.9888305664063,40.777774810791,"Standard rate",-73.9788436889648,40.7833442687988,"Credit card",8.75,19,"evening",1.448406,10.7641196013289,301,23.9,46,12,"Clear",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",1,10.9,-73.9523315429688,40.7897834777832,"Standard rate",-73.9970550537109,40.6799354553223,"Credit card",41.15,10,"morning",17.541806,20.3632589517385,1927,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"Creative Mobile Technologies, LLC",2,9.3,-73.9800872802734,40.7323799133301,"Standard rate",-73.8728179931641,40.7742958068848,"Credit card",39.39,7,"morning",14.966862,36.7508232711306,911,3.9,49,16,"Clear",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",1,9.6,-73.8709411621094,40.7737884521484,"Standard rate",-73.9798736572266,40.6898803710938,"Credit card",35.75,20,"evening",15.449664,25.8103061986557,1339,8.9,68,16,"Mostly Cloudy",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",2,1.7,-73.9622421264649,40.7761306762695,"Standard rate",-73.9810943603516,40.7710494995117,"Cash",8.8,14,"afternoon",2.735878,12.5409836065574,488,3.9,49,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,0.9,-73.975212097168,40.7515563964844,"Standard rate",-73.9852676391602,40.7413864135742,"Credit card",6.95,7,"morning",1.448406,18.3050847457627,177,9.4,61,16,"Overcast",0,0,1.264,"Dienstag"
"VeriFone Inc.",1,0.99,-73.9791564941406,40.7557830810547,"Standard rate",-73.9914703369141,40.7502899169922,"Cash",7.8,16,"afternoon",1.5932466,9.65853658536585,369,23.9,84,11,"Scattered Clouds",0,0,1.133,"Donnerstag"
"VeriFone Inc.",1,1.77,-73.9899139404297,40.7519874572754,"Standard rate",-74.0080108642578,40.7451515197754,"Cash",11.3,14,"afternoon",2.8485318,7.76126674786845,821,27.8,33,12,"Partly Cloudy",0,0,1.155,"Mittwoch"
"Creative Mobile Technologies, LLC",2,0.6,-73.9586410522461,40.7642326354981,"Standard rate",-73.9614562988281,40.769889831543,"Cash",5.8,11,"morning",0.965604,6.54545454545455,330,8.9,83,16,"Overcast",0,0,1.264,"Dienstag"
"Creative Mobile Technologies, LLC",1,6.4,-73.9627990722656,40.7584991455078,"Standard rate",-73.901741027832,40.8234558105469,"Cash",21.8,2,"night",10.299776,22.1965317919075,1038,18.9,73,16,"Overcast",0,0,1.297,"Montag"
"VeriFone Inc.",1,2.24,-74.002067565918,40.7244606018066,"Standard rate",-73.9946365356445,40.750431060791,"Credit card",12.88,4,"night",3.6049216,15.3307984790875,526,5,55,16,"Overcast",0,0,1.284,"Freitag"
"Creative Mobile Technologies, LLC",1,0.7,-74.0038757324219,40.7132759094238,"Standard rate",-73.9971084594727,40.7222213745117,"Credit card",7.55,18,"afternoon",1.126538,13.4042553191489,188,7.2,60,16,"Mostly Cloudy",0,0,1.297,"Sonntag"
"Creative Mobile Technologies, LLC",2,7.2,0,0,"Standard rate",0,0,"Cash",28.3,2,"night",11.587248,13.6636794939378,1897,5,55,16,"Overcast",0,0,1.284,"Freitag"
"VeriFone Inc.",1,20.16,-74.0109634399414,40.7087898254395,"Standard rate",-73.7654190063477,40.6747093200684,"Credit card",61.8,21,"evening",32.4442944,29.2881355932203,2478,21.1,53,14,"Clear",0,0,1.155,"Mittwoch"
"VeriFone Inc.",5,0.22,-73.9808120727539,40.748477935791,"Standard rate",-73.9819030761719,40.7465171813965,"Credit card",4.56,10,"morning",0.3540548,13.4237288135593,59,22.2,61,16,"Scattered Clouds",0,0,1.297,"Montag"
"VeriFone Inc.",6,1.58,-73.9828567504883,40.7625885009766,"Standard rate",-73.9948120117188,40.7445297241211,"Credit card",11.76,14,"afternoon",2.5427572,8.95748031496063,635,14.4,49,16,"Overcast",0,0,1.297,"Samstag"
"VeriFone Inc.",1,1.47,-73.9910125732422,40.7350196838379,"Standard rate",-73.9786682128906,40.7481307983398,"Credit card",11.76,23,"evening",2.3657298,10.0608365019011,526,6.7,47,16,"Clear",0,0,1.297,"Samstag"
"Creative Mobile Technologies, LLC",1,2.2,-74.0073394775391,40.7273101806641,"Standard rate",-73.9911422729492,40.7554244995117,"Cash",11.3,17,"afternoon",3.540548,13.7261698440208,577,25,45,16,"Partly Cloudy",0,0,1.264,"Montag"
"VeriFone Inc.",1,2.05,-73.9887466430664,40.7272911071777,"Standard rate",-74.0070724487305,40.7057266235352,"Credit card",16.56,11,"morning",3.299147,6.55417406749556,1126,26.1,34,12,"Clear",0,0,1.167,"Mittwoch"
